y	MEN	URBAN	PRIVATE	AGE	SENIORITY
0	1	1	1	56	9
1	1	1	1	61	28
1	1	1	1	48	19
0	1	0	1	72	19
0	1	1	1	38	13
0	1	0	1	60	13
0	1	0	1	43	14
1	0	1	1	45	12
1	1	1	1	42	13
0	1	0	1	76	15
0	1	0	1	53	8
1	1	1	1	57	20
0	1	0	1	37	11
0	1	0	1	67	13
0	1	1	1	49	19
1	1	1	1	65	20
0	1	0	1	46	9
1	1	0	1	43	15
0	0	0	1	36	13
0	1	0	1	66	16
0	1	0	1	75	30
0	1	0	1	79	15
1	1	0	1	42	20
1	1	1	1	39	11
0	1	1	0	42	17
0	1	0	1	41	15
1	1	0	1	30	11
0	0	0	1	58	9
1	0	0	1	38	16
0	1	0	1	53	28
1	1	1	1	56	13
0	1	0	1	48	14
1	1	0	1	43	15
0	1	0	1	53	14
0	1	0	1	43	14
0	1	0	1	38	8
0	1	0	1	58	18
0	1	0	1	38	10
0	1	0	1	47	21
1	0	1	1	38	14
0	0	0	1	63	20
1	1	0	1	34	13
0	0	1	1	80	10
0	1	1	1	46	9
0	1	0	1	38	15
0	1	1	1	66	23
0	1	1	1	65	8
0	1	0	1	61	20
1	0	0	1	30	9
1	1	1	1	61	14
0	0	1	1	56	25
1	1	1	1	47	17
0	0	0	1	42	9
0	1	0	1	71	13
1	0	0	1	70	19
1	0	1	1	50	23
0	1	0	1	37	11
0	1	0	1	56	16
0	1	0	1	53	9
1	0	1	1	31	16
0	1	1	1	49	18
0	1	0	1	38	13
0	1	0	1	37	8
0	1	0	1	47	16
0	1	0	1	65	9
0	1	0	1	55	16
1	1	0	1	47	23
0	1	0	1	35	8
0	1	1	1	49	9
0	1	0	1	41	8
0	1	0	1	57	8
0	0	0	1	59	12
1	1	1	1	44	10
1	0	0	1	51	12
1	1	1	1	54	18
1	1	1	1	67	17
1	0	0	1	58	13
0	1	0	1	44	8
0	1	0	1	77	14
0	1	0	1	73	24
0	1	1	1	51	26
1	1	1	1	50	8
0	1	0	1	41	15
1	1	1	1	38	14
0	0	1	1	44	15
1	1	0	1	50	20
0	1	0	1	69	17
0	1	0	1	45	13
0	1	0	1	36	12
0	0	0	1	42	15
0	1	0	1	37	8
0	1	0	1	35	10
0	1	0	1	41	17
0	1	0	1	43	17
0	1	0	1	41	24
1	1	1	1	48	18
0	0	0	1	46	13
0	1	0	1	29	8
1	1	0	1	48	17
1	1	0	1	37	13
0	1	0	1	71	19
1	0	0	1	40	9
1	0	0	1	43	17
0	0	0	1	49	15
0	0	0	1	44	14
0	1	0	1	49	13
0	1	0	1	39	14
1	0	1	1	41	12
0	1	0	1	57	9
0	1	0	1	37	15
0	1	0	1	53	10
0	1	0	1	55	20
0	1	1	1	37	12
0	1	1	1	62	19
0	1	0	1	58	20
1	0	1	1	49	15
0	1	0	1	55	10
0	1	0	1	69	13
0	1	0	1	39	20
0	1	0	1	70	11
0	1	0	1	51	15
1	1	1	1	47	14
0	1	0	1	74	10
0	1	0	1	38	13
1	1	0	1	60	20
1	0	1	1	39	13
0	1	0	1	60	10
0	0	1	1	34	9
0	0	0	1	76	17
1	1	0	1	59	20
0	1	0	1	52	20
0	1	0	1	50	10
1	1	0	1	44	22
0	1	1	1	42	10
0	1	0	0	59	21
0	1	0	1	62	10
0	1	1	1	31	12
1	1	0	1	58	29
0	1	0	1	61	9
0	1	0	1	55	13
0	1	0	1	36	12
1	0	0	1	43	9
0	1	0	1	74	13
1	0	0	1	65	21
0	0	0	1	41	12
0	0	0	1	40	16
1	1	1	1	37	10
0	1	0	1	36	11
0	1	1	1	65	18
0	1	0	1	57	18
1	1	0	1	36	12
0	1	1	1	70	14
1	1	1	1	45	11
0	1	0	1	74	15
0	1	0	1	69	14
1	0	0	1	35	15
0	0	0	1	57	20
1	1	0	1	43	15
1	1	0	1	32	14
0	0	0	1	63	8
1	1	1	1	43	15
0	1	1	1	40	9
0	1	0	1	71	21
0	1	0	1	34	16
1	1	1	1	41	16
0	0	0	1	33	20
0	1	0	1	32	8
1	1	1	1	39	15
0	1	0	1	41	14
1	1	0	1	47	19
1	1	0	1	41	19
1	1	0	1	45	20
0	1	1	1	37	14
0	1	0	1	52	12
0	0	0	1	68	14
1	1	0	1	39	12
1	1	0	1	55	23
1	1	0	1	45	9
0	1	0	1	84	14
1	1	0	1	46	13
1	1	0	1	56	23
0	1	0	1	47	11
0	1	0	1	69	15
0	1	0	1	52	10
0	1	0	1	51	15
0	1	1	1	35	11
0	1	0	1	36	14
1	0	1	1	35	14
1	1	1	1	57	21
0	1	0	1	50	13
1	1	1	1	61	15
0	1	1	1	64	22
1	1	0	1	48	20
0	1	1	1	62	14
1	0	0	1	52	23
1	1	0	1	48	18
0	0	1	1	45	20
0	1	1	1	56	8
1	1	0	1	30	16
1	1	0	1	56	27
1	1	0	1	35	11
0	1	0	1	44	17
0	1	0	1	60	10
1	0	1	1	54	17
1	0	1	1	51	9
0	1	0	1	63	20
0	1	0	1	38	9
0	1	0	1	60	10
0	1	0	1	61	9
0	1	0	1	48	16
1	1	0	1	46	17
1	0	0	1	38	8
0	1	0	1	68	8
1	0	0	1	44	14
1	1	0	1	36	13
0	1	0	1	72	8
0	1	0	1	54	9
0	1	0	1	55	15
0	1	0	1	46	21
0	1	0	1	54	9
0	1	0	1	37	14
1	0	1	1	39	11
1	1	0	1	41	20
0	1	0	1	65	9
0	1	0	1	58	14
1	1	1	1	48	20
0	1	0	1	48	16
0	1	0	1	47	11
0	1	0	1	36	13
0	1	0	1	36	15
1	1	1	1	75	18
0	1	0	1	56	9
0	0	0	1	53	10
1	0	0	1	49	10
0	1	0	1	38	13
0	1	0	1	46	8
0	1	0	1	35	8
1	1	1	1	35	14
0	1	0	1	58	11
0	1	0	1	47	12
0	1	0	1	44	13
1	0	1	1	39	15
0	0	0	1	40	19
0	1	0	1	58	12
0	1	0	1	39	15
1	1	0	1	40	17
1	0	1	1	61	18
1	1	1	1	61	14
1	1	1	1	62	24
1	1	1	1	50	24
1	1	0	1	44	13
0	1	1	1	38	19
0	1	0	1	38	14
1	1	1	1	44	8
0	0	0	1	42	15
0	0	1	1	45	16
1	1	1	1	47	13
0	1	0	1	24	10
0	1	0	1	63	20
0	1	0	1	55	15
0	1	0	1	25	20
0	1	1	1	42	21
0	1	0	1	46	9
0	1	0	1	39	12
1	1	1	1	68	15
1	1	1	1	48	17
1	0	0	1	40	20
0	1	0	1	39	8
1	1	0	1	50	22
0	1	1	1	48	9
1	1	1	1	38	11
1	1	0	1	33	12
0	1	0	1	46	22
1	1	0	0	43	8
0	1	0	1	46	8
0	1	0	1	36	8
0	1	0	1	78	13
0	1	1	1	70	18
0	1	0	1	40	13
0	1	0	1	32	8
0	1	0	1	39	9
0	1	1	1	69	20
0	1	1	1	64	26
1	1	0	1	38	20
0	1	0	1	83	28
1	0	0	1	38	14
1	0	0	1	44	8
0	1	0	1	71	15
0	1	1	1	84	15
0	1	1	1	40	16
0	1	0	1	78	25
0	1	0	1	37	10
0	1	0	1	58	16
1	1	0	1	53	23
1	1	0	1	41	14
0	1	0	1	44	8
0	1	0	1	34	8
1	0	0	1	43	19
0	0	0	1	38	16
0	1	1	1	67	11
0	1	0	1	66	14
0	1	1	1	49	9
0	1	0	1	56	9
1	1	0	1	33	9
1	1	0	1	69	31
1	1	0	1	58	27
0	1	1	1	54	17
0	1	0	1	47	9
0	1	1	1	51	18
1	1	1	1	49	18
0	1	0	1	53	11
0	1	1	0	54	16
0	1	0	1	74	14
1	1	0	1	36	17
1	1	1	1	49	14
1	1	1	1	41	14
0	1	1	1	63	17
0	1	0	1	77	8
0	1	0	1	59	9
0	1	0	1	58	9
0	1	0	1	59	8
0	1	1	1	53	8
1	1	0	1	40	10
0	1	0	1	53	13
0	1	0	1	71	13
0	0	0	1	43	12
0	1	0	1	41	12
1	1	1	1	42	14
1	0	0	1	67	19
0	1	1	1	49	23
1	0	1	1	42	15
0	1	1	1	59	10
1	0	1	1	55	8
0	1	0	1	53	13
1	0	0	1	40	12
0	1	0	1	61	15
0	1	0	1	41	20
1	0	1	1	55	28
0	1	0	0	72	10
0	1	1	1	45	17
0	1	1	1	38	11
1	1	0	1	39	17
0	1	0	1	69	18
1	0	1	1	56	10
0	1	0	1	45	24
0	0	0	1	42	10
1	1	1	1	45	8
1	1	0	1	44	20
1	0	0	1	45	13
0	1	0	1	66	15
0	1	1	1	41	14
0	1	0	1	66	13
0	1	0	1	65	14
0	1	0	1	72	14
0	1	0	1	49	8
0	1	0	1	83	13
0	1	0	1	68	19
0	1	0	1	62	8
0	1	0	1	52	18
1	1	0	1	64	26
1	1	0	1	41	15
1	1	0	1	40	15
0	1	1	1	39	14
0	1	0	1	41	13
1	1	1	1	48	21
0	0	0	1	47	8
0	1	0	1	35	14
0	0	0	1	48	9
1	1	0	1	57	30
0	1	1	1	40	14
1	0	0	1	33	15
1	1	0	1	53	17
1	1	0	1	42	16
0	1	0	1	52	21
0	1	0	1	40	14
0	1	1	1	64	16
0	1	1	1	42	20
0	0	0	1	52	29
1	1	0	1	56	29
1	1	1	1	45	16
1	0	0	1	47	17
0	1	0	1	65	15
0	1	1	1	44	22
0	1	0	1	74	15
1	1	0	1	42	16
0	1	0	1	53	9
0	1	0	1	30	8
0	1	0	1	54	15
0	0	1	1	51	20
0	0	0	1	40	10
0	1	0	1	45	23
0	1	0	1	72	11
1	0	0	1	65	19
0	1	0	1	43	8
0	0	0	1	40	15
1	1	0	1	44	17
1	1	1	1	42	17
1	1	0	1	42	21
0	1	0	1	71	21
0	1	0	1	61	16
1	0	0	1	56	20
1	1	0	1	54	24
1	0	1	1	38	12
1	1	0	1	37	11
0	1	0	1	66	15
0	0	1	1	58	22
0	1	0	1	61	11
0	1	0	1	65	8
0	1	0	1	77	18
1	1	1	1	60	14
0	1	0	1	41	2
1	1	1	1	74	23
0	1	0	1	48	13
0	1	0	1	42	16
1	1	0	1	29	14
0	0	1	1	82	12
0	1	1	1	56	10
0	1	0	1	41	17
1	1	1	1	42	9
0	1	1	1	53	13
1	0	1	1	60	19
1	0	0	1	49	13
0	1	1	1	61	8
1	0	0	1	35	9
0	1	0	1	65	15
0	1	0	1	30	11
0	1	0	1	39	11
1	1	1	1	50	26
1	0	1	1	59	20
1	0	1	1	38	10
0	1	0	1	68	18
1	1	1	1	47	9
0	1	0	1	48	15
0	0	1	1	38	8
0	0	1	1	42	9
1	1	0	1	61	23
1	0	0	1	37	11
0	1	1	1	52	14
0	1	0	1	35	8
0	1	1	1	59	19
1	1	0	1	34	14
1	1	0	1	60	27
0	1	1	1	34	15
0	1	0	1	50	14
0	1	1	1	53	14
1	1	0	1	62	28
1	0	0	1	48	8
1	1	1	1	45	19
1	0	1	1	49	17
0	1	1	1	70	21
0	1	0	1	33	8
1	1	0	1	36	21
0	1	0	1	79	16
0	0	1	1	50	15
0	1	0	1	62	9
0	0	1	1	54	9
1	0	0	1	44	9
0	1	1	1	36	11
0	1	1	1	33	10
1	1	0	1	40	18
0	1	1	1	50	17
1	1	1	1	53	13
1	0	0	1	42	15
1	1	1	1	54	14
0	1	0	1	70	11
0	1	0	1	41	16
0	1	0	1	41	8
0	1	1	1	55	13
0	1	0	1	46	15
0	1	0	1	72	17
1	0	0	1	58	14
0	1	1	1	51	13
1	0	1	1	43	18
1	0	0	1	32	9
0	1	1	1	34	12
0	1	0	1	36	9
0	1	0	1	35	11
0	1	1	1	54	9
0	1	0	1	55	12
1	0	0	1	49	12
0	1	0	1	38	17
0	1	1	1	40	21
0	1	0	1	38	8
1	1	1	1	55	24
0	1	1	1	51	20
0	1	0	1	47	13
0	1	1	1	39	16
0	0	0	1	61	21
1	1	0	1	33	11
0	1	0	1	52	8
1	1	0	1	22	8
0	0	0	1	28	8
1	1	0	1	36	15
0	1	0	1	71	15
1	0	1	1	32	9
0	1	1	1	46	10
0	1	0	1	60	17
0	1	0	1	55	21
0	1	0	1	35	12
1	0	0	1	35	11
0	1	0	1	52	10
1	1	1	1	43	13
0	1	0	1	52	9
1	1	1	1	43	15
0	1	0	1	43	8
0	1	0	1	50	14
0	0	1	1	40	8
0	1	0	1	44	20
1	0	0	1	35	11
1	1	1	1	45	9
0	1	0	1	68	14
1	1	1	1	35	13
0	0	1	1	61	14
0	1	1	1	44	15
0	0	1	1	45	20
0	1	0	1	56	9
1	1	1	1	44	22
0	1	0	1	72	11
0	1	1	1	67	19
0	1	1	1	63	9
0	1	0	1	62	8
0	0	1	1	39	15
0	1	0	1	52	16
0	1	1	1	75	9
0	1	0	1	57	18
0	0	0	1	36	8
1	0	0	1	36	10
1	0	0	1	34	9
1	1	0	1	30	10
1	1	0	1	61	24
0	1	1	1	43	11
1	1	1	1	60	12
1	1	1	1	34	9
0	1	0	1	68	17
0	1	1	1	71	19
0	1	0	1	73	22
0	1	0	1	51	13
0	1	1	1	67	14
0	1	0	1	41	9
0	1	1	1	41	9
1	1	1	1	29	9
0	1	0	1	51	15
1	1	1	1	46	14
1	1	1	1	73	24
1	1	1	1	36	13
1	1	0	1	28	9
0	1	0	1	38	8
0	1	0	1	66	15
1	0	1	1	49	17
0	0	1	1	41	8
0	1	0	1	55	14
1	0	0	1	42	11
0	0	1	1	35	9
1	0	1	1	45	9
1	1	1	1	36	16
0	1	0	1	62	8
0	0	0	1	36	8
0	1	0	1	58	17
1	1	0	1	39	16
1	1	0	1	36	16
0	0	0	1	50	9
0	1	0	1	45	11
0	1	0	1	42	14
1	1	0	1	31	12
1	1	0	1	39	17
1	1	1	1	73	19
1	1	1	1	41	18
1	1	0	1	32	12
1	1	0	1	28	17
0	1	0	1	54	13
0	1	1	1	41	9
1	0	0	1	43	21
0	1	1	1	63	8
1	0	0	1	40	8
0	0	0	1	47	8
0	1	0	1	39	10
0	1	1	1	47	15
1	1	1	1	39	13
1	0	1	1	58	22
0	1	1	1	39	11
1	1	0	1	41	17
1	1	0	1	31	9
0	1	1	1	51	11
0	1	0	1	71	8
0	1	1	1	44	9
1	1	0	1	47	20
0	1	0	1	48	14
1	0	1	1	59	24
0	1	0	1	55	27
0	1	1	1	60	13
0	1	0	1	32	9
1	1	1	1	34	14
1	0	0	1	36	9
0	1	0	1	44	15
0	1	0	1	58	8
0	0	0	1	44	10
0	1	0	1	32	14
1	1	1	1	27	16
1	1	1	1	41	21
1	1	1	1	48	11
0	1	0	1	69	11
0	1	0	1	48	20
0	1	0	1	41	12
0	1	1	1	29	10
0	1	0	1	76	26
0	1	0	1	32	10
0	1	0	1	36	9
1	0	0	1	36	14
0	1	1	1	47	10
1	1	1	1	75	21
1	1	1	1	50	8
1	1	1	1	34	15
0	1	0	1	50	16
1	1	0	1	46	17
1	1	1	1	76	22
1	1	1	1	32	9
0	1	0	1	68	20
0	1	0	1	72	21
1	1	0	1	35	8
0	1	0	1	42	20
0	1	0	1	59	15
1	1	1	1	53	27
1	1	0	1	38	9
0	1	1	1	46	9
0	1	0	1	47	20
1	1	1	1	64	26
1	1	0	1	51	21
0	0	1	1	42	15
1	0	0	1	33	10
1	1	1	1	53	18
0	0	0	1	52	8
0	1	0	1	49	12
0	1	1	1	57	25
1	1	1	1	50	19
0	0	1	1	38	8
0	1	1	1	45	13
0	1	0	1	62	14
1	1	1	1	74	21
1	1	0	1	44	20
0	1	0	1	62	20
0	1	0	1	40	8
0	0	1	1	52	8
0	1	0	1	90	18
0	1	0	1	37	12
0	1	1	1	31	28
1	1	1	1	49	16
1	1	1	1	63	23
0	1	1	1	38	12
1	1	1	1	49	23
0	1	0	1	65	8
1	1	0	1	58	21
1	1	1	1	32	14
0	1	0	1	65	21
1	0	0	1	34	14
0	1	0	1	64	15
1	1	0	1	40	14
0	1	0	1	35	8
1	1	0	1	30	8
1	1	1	1	32	14
0	1	0	1	44	22
0	1	0	1	63	15
0	1	0	1	31	12
0	1	1	1	58	14
0	1	0	1	41	8
1	1	1	1	46	18
0	1	1	1	48	14
0	1	0	1	47	8
1	1	1	1	39	15
1	1	1	1	50	21
0	1	1	1	74	11
0	0	1	1	31	8
1	1	1	1	43	20
1	1	0	1	41	16
1	1	0	1	46	20
1	1	1	1	56	14
0	1	0	1	50	20
1	1	0	1	33	11
0	1	0	1	62	27
0	1	0	1	72	16
1	0	1	1	42	10
0	1	0	1	45	8
1	1	1	1	42	15
0	1	0	1	57	18
1	0	1	1	53	14
1	1	0	1	31	13
0	0	0	1	34	13
0	1	0	1	67	11
0	1	0	1	74	20
0	1	0	1	51	32
1	0	0	1	29	8
0	0	0	1	48	9
0	1	0	1	44	8
0	1	0	1	44	11
1	1	1	1	50	20
1	0	0	1	38	15
0	0	1	1	36	14
0	1	0	1	36	10
0	1	1	1	56	10
1	1	0	1	44	17
1	0	0	1	39	15
0	0	0	1	33	9
1	1	0	1	48	10
0	1	0	1	29	12
0	1	0	1	55	23
1	1	0	1	37	11
1	0	0	1	47	23
0	1	0	1	41	14
1	1	0	1	67	26
0	0	1	1	37	13
0	0	1	1	40	13
1	1	0	1	32	11
1	1	1	1	61	13
0	1	1	1	36	15
0	1	0	1	48	12
1	1	0	1	50	16
1	1	0	1	47	12
1	1	0	1	32	14
0	1	0	1	63	15
1	1	1	1	66	19
0	1	0	1	38	15
1	1	0	1	37	14
0	1	0	1	48	8
1	0	0	1	43	20
0	1	0	1	67	12
1	0	1	1	41	14
1	0	1	1	61	10
1	0	0	1	31	8
1	1	1	1	61	24
0	1	0	1	77	11
0	1	0	1	66	27
0	1	1	1	29	8
0	1	0	1	41	8
0	0	0	1	30	8
0	0	0	1	56	20
0	1	0	1	58	18
1	1	0	1	41	17
1	1	0	1	42	16
0	1	1	1	71	12
0	1	0	1	59	15
0	1	0	1	72	21
1	1	1	1	67	14
1	1	1	1	51	8
0	1	0	1	34	12
1	0	0	1	50	17
0	1	0	1	51	8
0	1	0	1	68	22
1	0	0	1	42	14
1	1	0	1	36	13
1	1	1	1	82	20
1	1	1	1	59	20
1	0	0	1	41	9
0	1	0	1	40	15
0	1	0	1	46	9
1	1	1	1	40	11
1	0	1	1	33	13
1	0	0	1	33	9
1	0	1	1	31	10
0	0	0	1	45	8
1	1	1	1	35	14
0	1	0	1	58	20
0	1	0	1	44	14
0	1	0	1	26	9
0	1	0	1	75	14
1	1	0	1	49	21
1	0	0	1	40	15
1	1	1	1	38	16
0	1	0	1	49	15
1	1	0	1	31	10
1	1	0	1	34	11
0	1	0	1	68	13
1	0	0	1	39	12
1	1	0	1	65	24
0	1	0	1	41	11
0	1	0	1	54	8
0	1	0	1	61	20
1	0	1	1	42	12
1	1	0	1	50	19
1	0	0	1	58	14
0	1	0	1	70	13
0	1	0	1	43	13
0	1	0	1	50	18
1	1	0	1	42	19
0	1	1	1	39	14
1	1	0	1	52	26
1	1	0	1	34	10
0	1	1	1	41	16
1	1	0	1	50	12
0	1	0	1	54	21
0	1	0	1	41	9
0	0	0	1	38	16
1	1	1	1	50	21
1	0	1	1	36	9
0	1	0	1	54	14
0	1	0	1	58	23
0	1	1	1	40	17
1	1	0	1	47	17
0	1	0	1	48	18
1	1	1	1	57	21
1	0	0	1	44	23
1	0	0	1	42	8
0	1	1	1	60	19
0	1	0	1	41	14
0	1	0	1	50	8
0	1	0	1	63	19
0	1	0	1	33	8
1	0	1	1	54	8
0	1	1	1	74	12
1	0	0	1	37	14
0	1	0	1	58	8
1	0	0	1	31	8
1	0	0	1	43	9
1	1	1	1	37	14
0	1	1	1	50	17
1	1	0	1	45	16
0	1	0	1	62	12
1	1	0	1	49	19
1	1	1	1	60	17
0	1	1	1	47	18
0	0	0	1	30	12
0	1	0	1	39	14
0	1	0	1	78	12
1	1	1	1	40	14
1	1	1	1	46	14
0	1	1	1	33	12
0	1	0	1	49	27
0	1	0	1	59	12
0	1	0	1	40	9
1	1	0	1	36	23
1	1	0	1	37	15
0	1	0	1	62	36
0	1	1	1	65	20
1	1	1	1	53	16
1	0	1	1	63	24
0	1	0	1	49	8
0	1	1	1	55	14
1	1	1	1	51	9
0	1	0	1	64	11
1	1	1	1	66	25
1	1	1	1	52	25
1	1	1	1	36	10
1	1	1	1	34	9
1	0	0	1	46	10
0	0	0	1	36	10
1	1	1	1	73	20
0	0	1	1	34	9
0	1	0	1	61	19
0	1	0	1	55	16
1	0	1	1	46	16
0	1	0	1	61	11
0	1	0	1	47	20
1	0	0	1	38	12
0	1	0	1	51	8
0	1	0	1	37	14
1	1	1	1	45	21
0	0	0	1	48	25
1	1	0	1	45	23
0	1	1	1	50	22
0	1	0	1	30	8
0	1	0	1	35	8
0	1	0	1	58	8
0	1	0	1	45	8
0	1	0	1	51	8
0	1	0	1	52	8
1	0	1	1	49	8
1	1	1	1	47	8
0	1	0	1	37	8
0	1	0	1	42	8
0	1	0	1	71	8
0	0	0	1	53	8
0	1	1	1	56	8
0	1	0	1	42	8
1	1	0	1	51	23
1	1	1	1	66	15
1	0	0	1	49	15
1	0	0	1	43	13
1	1	1	1	47	11
1	0	0	1	34	8
0	0	0	1	47	8
1	1	0	1	29	8
1	0	1	1	55	8
0	0	1	1	59	8
1	0	0	1	42	8
1	0	0	1	26	8
1	0	1	1	31	8
0	1	0	1	34	8
1	1	1	1	41	8
1	1	1	1	42	8
1	1	1	1	49	8
1	0	0	1	38	8
0	0	0	1	54	8
1	1	1	1	39	8
0	1	0	1	70	8
1	1	1	1	43	8
0	1	1	1	59	8
0	0	0	1	50	8
0	0	1	1	44	8
0	1	0	1	52	8
1	1	1	1	49	8
0	1	0	1	82	8
1	1	0	1	32	8
0	1	0	1	42	8
1	0	1	1	62	8
0	1	0	1	66	8
1	0	1	1	51	8
1	1	1	1	34	8
1	1	0	1	63	35
1	1	0	1	53	30
1	1	0	1	61	29
1	1	0	1	74	28
1	0	1	1	58	28
0	1	0	1	37	28
0	1	0	1	58	27
1	1	0	1	44	27
0	1	1	1	40	26
1	1	0	1	70	25
1	1	1	1	70	24
0	1	0	1	34	24
0	1	0	1	46	22
0	1	0	1	61	22
0	1	0	1	75	22
0	1	0	1	71	22
1	0	0	1	45	21
0	1	1	1	61	21
0	1	1	1	48	21
1	1	0	1	45	21
1	1	1	1	48	21
1	1	0	1	46	21
1	1	0	1	52	21
0	1	0	1	69	21
0	1	0	1	46	21
0	1	0	1	65	21
0	1	1	1	53	21
0	1	0	1	79	21
0	1	0	1	72	21
1	1	0	1	46	21
0	1	0	1	50	21
0	1	1	1	76	21
0	1	0	1	46	21
0	1	0	1	45	20
0	0	0	1	77	20
1	1	0	1	37	20
0	1	0	1	47	20
0	1	1	1	65	20
1	1	1	1	69	20
0	1	0	1	44	20
0	1	0	1	54	20
0	1	0	1	75	20
1	1	0	1	47	20
1	0	0	1	46	20
1	0	1	1	68	19
1	1	0	1	40	19
0	1	0	1	52	18
0	1	0	1	42	18
0	1	1	1	32	18
0	1	1	1	88	18
1	1	0	1	46	18
1	1	0	1	47	18
0	1	0	1	55	18
1	1	1	1	51	17
0	0	1	1	46	17
0	1	0	1	70	17
1	1	1	1	42	17
0	1	0	1	56	17
1	1	1	1	68	17
0	1	1	1	51	17
0	1	0	1	66	16
0	1	0	1	45	16
1	1	0	1	39	16
1	1	0	1	35	16
0	1	0	0	55	16
1	0	0	1	38	16
1	1	1	1	44	16
0	0	0	1	35	16
0	1	0	1	39	16
0	1	0	1	46	15
1	0	0	1	49	15
1	1	1	1	49	15
0	1	1	1	65	15
1	1	0	1	35	15
0	1	0	1	58	15
1	1	0	1	39	15
0	1	1	1	48	15
0	1	1	1	40	15
0	1	1	1	75	15
0	1	1	1	71	15
0	0	1	1	35	15
0	1	1	1	38	15
0	0	0	1	36	15
0	1	0	1	47	14
0	0	0	1	46	14
0	1	0	1	41	14
0	1	0	1	66	14
0	1	1	1	61	14
0	1	0	1	38	14
0	1	0	1	46	14
0	1	0	1	33	14
0	1	1	1	69	14
0	1	0	1	38	14
0	1	0	1	40	14
0	1	1	1	44	14
0	0	1	1	54	14
0	1	0	1	57	14
0	1	1	1	75	14
0	0	1	1	68	14
0	0	0	1	44	14
0	1	0	1	62	14
0	1	1	1	72	13
0	1	0	1	76	13
0	1	0	1	75	13
1	1	1	1	55	13
1	1	1	1	54	13
0	1	1	1	60	13
1	0	0	1	44	13
0	1	0	1	58	13
1	0	0	1	42	13
0	1	0	1	49	13
0	1	0	0	37	13
1	1	1	1	36	13
0	1	1	1	41	13
1	1	0	1	56	13
0	0	0	1	34	12
0	1	0	1	36	12
1	1	0	1	50	12
0	1	0	1	81	12
0	1	0	1	67	12
0	1	0	1	33	12
0	1	0	1	48	12
1	0	1	1	38	12
0	1	0	1	48	13
0	1	0	1	39	12
0	1	0	1	44	12
0	0	1	1	34	12
0	1	0	1	54	11
1	1	1	1	35	11
1	1	1	1	58	11
0	1	1	1	61	11
0	1	0	1	67	11
1	0	0	1	38	11
1	1	1	1	36	11
1	1	1	1	52	11
0	1	0	1	55	11
1	1	1	1	34	11
0	0	1	1	38	11
0	1	0	1	67	11
1	0	1	1	39	10
0	0	1	1	40	10
1	1	0	1	37	10
0	1	0	1	39	10
1	1	0	1	27	10
0	0	1	1	55	10
0	1	0	1	42	10
0	1	1	1	69	10
1	0	1	1	57	10
1	1	1	1	70	9
1	1	1	1	36	9
0	1	1	1	53	9
0	1	0	1	38	9
0	1	0	1	55	9
0	1	0	1	35	9
0	1	1	1	72	9
0	1	0	1	32	9
0	1	1	1	45	9
0	1	1	1	71	9
0	1	0	1	33	9
1	1	1	1	34	9
0	1	0	1	33	9
0	0	1	1	52	9
1	1	1	1	46	9
0	1	0	1	76	9
0	1	1	1	60	9
0	1	1	1	77	9
1	0	0	1	39	15
0	0	0	1	36	8
1	1	0	1	32	8
0	1	0	1	36	8
1	1	0	1	29	8
0	0	0	1	56	8
0	1	0	1	41	8
1	1	0	1	29	12
0	1	0	1	42	8
0	1	1	1	53	8
0	1	0	1	35	8
0	1	0	1	52	8
0	1	0	1	41	8
1	1	0	1	26	8
1	1	1	1	49	8
1	1	1	1	49	8
1	1	1	1	43	8
0	1	0	1	40	8
1	1	1	1	60	8
0	0	1	1	37	8
1	0	0	1	34	8
1	0	0	1	46	7
0	1	0	1	41	7
1	1	0	1	29	7
1	0	0	1	35	7
0	0	0	1	56	7
0	1	0	1	34	7
0	1	0	1	68	7
0	1	1	1	62	7
0	1	0	1	31	7
0	1	0	1	44	7
0	1	0	1	39	7
1	1	1	1	46	7
0	1	0	1	50	7
1	0	0	1	31	7
0	1	0	1	47	7
0	1	0	1	43	7
1	1	0	1	33	34
1	1	0	1	50	29
0	1	0	1	56	25
1	1	0	1	57	22
0	0	0	1	47	19
0	1	0	1	49	19
0	1	0	1	55	19
0	1	0	1	65	18
0	1	0	1	44	18
1	1	1	1	63	18
1	1	0	1	40	18
0	1	0	1	40	17
0	0	0	1	36	17
1	1	0	1	40	17
0	1	0	1	64	16
1	0	0	1	43	16
0	1	0	1	40	16
1	1	0	1	38	15
1	1	1	1	63	15
1	1	0	1	37	15
0	1	0	1	34	14
1	1	0	1	46	14
0	0	0	1	51	13
0	1	1	1	43	13
0	1	0	1	38	13
0	1	0	1	74	12
0	1	0	1	47	12
0	1	0	1	60	11
1	0	0	1	37	11
0	0	1	1	39	10
1	0	0	1	27	9
0	0	1	1	71	9
1	1	1	1	46	8
1	1	1	1	45	9
0	1	0	1	28	8
0	1	0	1	31	8
0	1	0	1	43	8
0	1	1	1	41	2
1	0	0	1	31	9
0	1	0	1	35	7
1	1	1	1	40	7
0	1	0	1	48	7
0	1	0	1	55	7
1	1	0	1	30	12
0	1	0	1	44	7
0	0	0	1	63	7
0	1	0	1	35	7
0	1	0	1	50	7
0	1	0	1	42	7
0	1	0	1	39	10
0	1	0	1	33	9
1	1	0	1	28	9
0	0	1	1	31	7
0	1	0	1	57	7
0	1	0	1	30	7
0	1	1	1	58	7
